message,classification
rt @user fico puta quando vou stalkear alguém é só tem meme,1
"caralho q ponto pft
#voleinaglobo",1
"[pôster do filme de tcc que estou produzindo com amigs]
para o filme acontecer, precisamos de grana, mas como somos universitários, não conseguimos arranjar todo o dinheiro sozinhos.
então a ideia foi criar um crowdfunding e contar com a ajuda de vcs 
https://t.co/ru2frykceo https://t.co/kw8aktrsd9",0
"só pessoas de baixo nível. damares, ernesto araújo, ricardo salles, marcos pontes, abraham weintraub, general augusto heleno, eduardo bolsonaro e o chefe de todos: jair bolsonaro. pqp. https://t.co/qwow8lrsgg",1
"ela pode militar uma causa importante, mas essa voz chorosa forçada não agrega, muito pelo contrário. parece apenas uma menina histérica e muito chata. podemos creditar isso a uma imaturidade, mas ela poderia ter sido melhor aconselhada. perdi a simpatia por ela.",1
eu recebo umas mensagens aleatória que pqp kkkkkkkkkkkkkk,0
"@user pior q né não. a rep dominicana começou a jogar p carai vei, tendi não",0
sou feio no instagram e pior pessoalmente. ,0
pqp &gt;&gt;36&lt;&lt; eu. não. aguento. mais. quero férias! https://t.co/kmvqjs9o0s,1
"@user eu pensava que era uma vaca, a burra meu pai",1
fx cantou no sm town pqp,0
"pqp lembrei agora que eu esqueci de pegar meus 1 real na pizzaria desgraçaaa
e ainda a moça me falou pra eu não esquecer e esqueci 
só por causa que eu sai as pressas de lá",0
rt @user filha da puta kkkkkkkkkkkkkkkkkkkkkk https://t.co/fgheufsdf0,1
"valeu cada minuto esperando, cara cara muito ao vivo pqp",1
parabéns pelo diálogo!,0
"vou no centro comprar umas coisas, que eu não seja assaltado hj amém",0
rt @user pretinho desse  https://t.co/vyigwjoynq,0
"rt @user olhem só que artista, o cara manda muito bem, e pau no cu do bolsonaro. https://t.co/jil2wnzniz",1
alvesdossantos_carla eterno presidente da papuda! ou tu prefere bangu???? vote impresso ,1
vc deveria ser o presidente!,0
minha avó é preconceituosa pra caralho inferno,1
caralho ta todo mundo namorando mas pelo menos eu tenho emprego,1
arruma casa e um saco véi,0
simples... são canalhas que amam o dinheiro do povo.   acabou pra eles aí ficam nesta choradeira de . esgoto... lama podre. isso eh o comunismo. povo na merda é eles de boa. canalhas! ,1
congresso brasileiro é uma vergonha para a nação.,1
congresso que não vale o que o gato enterra.,1
"nunca era pra ter sido presso, esses canalha vão pagar nem que seja no inferno",1
"https://t.co/tap1grukf8

cantor e compositor gabriel valim divulgou nesta sexta-feira (02) o videoclipe da faixa 'um amigo para sua amiga'.

acesse o portal spybat e veja os detalhes dessa nova produção do artista.

#spybat #gabrielvalim #umamigoparasuaamiga #portalspybat",0
"não entendo por que insistem em achar que sabem da realidade das coisas, da minha vida, as vezes minha vontade é de expor tudo aqui porém não devo santificação ao a puta nenhuma... rs",1
parece um anjo vai se fuder??? https://t.co/9vsryfhpq5,1
rt @user real e oficial https://t.co/ahw3oh60rw,0
ai só pq eu comprei saco,0
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk pois eu quero q esse jogo se foda fica fazendo skin feia e n arruma a porra jogo nunca vi uma empresa tao imprest脕vel assim espero q tenha infiltra脟脙o de g脕s e mate td mundo bando de vagabundo https://t.co/qe4swwrg8y,1
concordo...fala sem aproveitamento nada ver....controla mais cumpadre...não de motivos para imprensa e aos esquerdistas....fazer estardalhaço....,0
homenagem merecida!!,0
"puta q pariu q cólica do caralho
útero tóxico",1
@user por isso a pergunta. pensei que ela jogaria ao menos o paulista,0
porraaaaa é por isso que as pessoas se matam!!!! deixa a garota usar o que ela quiser caralhooooo,1
"a jovem pan faz o conhecido anti-jornalismo. não é questão de não saberem da verdade, eles sabem, é puro e simples questão de caráter. o maucaratismo lá abunda. idiota é quem os ouve.",1
meu melhor amigo gente só meu ninguém rouba ele de mim,0
e venceremos também no brasil !!!,0
e o viado ontem que veio na minha prima perguntar se eu era viado tmb pq eu sou muito lindo kkkkkkkkkkkj,0
é isso aí ministro. este podemos chamar de vossa excelência pois está honrando seu mandato e principalmente não está nos decepcionando. ,0
"@user @user claro mo, estarei presente",0
rt @user parsa o feminismo q me perdoe mas eu queria só 3m no braço c essa mina zoada do crlh vsf falsa desgraçada,1
"por anos fomos vistos internacionalmente como um povo pacifico que convivia com a diversidade brasileira. hj vivemos o genocídio denegros, negras e indigenas....inaceitável! estranho, bizarro!",0
pqp eu sou um lixo,0
"@user fefito e edgar devem ter tido ""sweet dreams"" noite passada...",0
"[2/8 14:43] barbie馃サ: deus vai olha pra vc e vai falar "" vc nem deveria est谩 aqui desceeeeeeee""
[2/8 14:43] barbie馃サ: 馃槀馃槀馃槀
[2/8 14:44] andressa: kkkkkkkkkkkkkkkkkkkkkkkkkkk
[2/8 14:44] andressa: ta amarrado

vai descer de tobog茫 kkkkkkkkkkkkkkkkkkkkkkk",0
"exatamente. é um idiota, mimado e egoísta!",1
"oh meu deus 
como eu queria tá correndo vez na loja do flamengo hoje 
pqp

hj os vendedor sai de lá rico",0
@user essa merda mexe se bue bem fdss com um gordo como tu la dentro ainda,1
"@user @user foi negligência ou conivência? se o ataque foi a infra estrutura de telefonia ou houve várias tentativas pra achar as erbs vulneráveis, ou alguém passou a informação outros caras.

tem muito o que ser explicado nessa história.",0
"sol está dando canelada fi, tmlc",0
vai toma no cu eu vou comprar uma dessa fodase https://t.co/y0tecypcm1,1
saber que um dia já ouvi pregação desse irmão e me senti abençoado. agr prega e vive nesse odio,0
"a única refeição do dia foi meio miojo, tomara que eu não morra",0
reajuste injusto ! será essa a política atual ? não será pai dos pobres ... daqui a pouco se continuar assim será pai dos miseráveis. queremos um reajuste justo !!! os aposentados e pensionistas desse brasil estão sempre injustiçados... entra governo e sai governo e nada muda !! só pioram as coisas . desse jeito não vale a pena contribuir p previdência... pois o salário é de fome e o reajuste salarial o menor possível . esse é o brasil justo que o senhor nos prometeu???,1
estudar x ler gabo x deitar e dormir com oliver? (esse ultimo sempre tem peso a mais pq pqp muito fofo! - o que é um problema),1
pqp estava msm querendo vir nesta merda,1
"rt @user aonde tem progresso, tem olho gordo ! oque o diabo tira, deus dá em dobro.",0
espetáculo de caralho,1
"minha neta de 20 anos leu ano passado e me recomendou, ela contou que se emocionou com esse livro! vou ler também!",0
esse técnico é um burro. vai tomar no cú,1
rt @user eu queria tanto que passasse vôlei na mesma frequência que passa futebol #voleinaglobo,0
"povo da meu número p outros e nem me pergunta se pode, fico puta ",1
 lula o melhor presidente do brasil ,0
"alisson e nome de viado kkkkk — viado deve ser seu pai que nao comeu sua mae direito e veio uma merda igual a vc, fdp https://t.co/x8wbph5idu",1
parecem versões mascaradas dos meus pensamentos intrusivos de ficar me xingando toda hora e me chamando de burro,1
"será,,kkkk,,,,vcs mentem tanto mais tanto,,,,,parabéns bolsonaro senta lenha",1
minha filha do céu sapatao com essas unha aí vai triturar a ximbiquinha da sua consagrada valha me deus,1
pena que não tem vagas pra todos os alunos!,0
"ae caralho, to arrepiado",1
"que palhaçada é essa, ridículo demais",1
@user esses cara mano kkkkkkkk,0
vou comer o cu de quem tá lendo,1
"ac- apesar de pensares que não, és uma das melhores que tenho ao meu lado. obrigado por tudo estupida",0
"nunca vo faze sexo, jogo difícil de entende do caraio",1
o brasil é nosso!!!! não precisamos de pena!!!! vai ter pena e cuidados com o seu país!!!! ,0
"@user eu nem sei q cu é esse inferno 
vc nao me exolica nada ta",1
rt @user vamos de uma palavra uma música? #mpn #luansantana #luansantanashow #luanetes,0
cheguei em casa uma gritaria aqui porra ,1
@user @user piada né? @user @user @user,0
"rt @user você é livre pra fazer o que quiser, mas quando fizerem o mesmo com você, mastiga e engole!!",0
"vis a vis , série do caralho com nairóbi #netflix",1
rt @user que delicia de dia e pra quem nao gosta de frio pau no teu cu,1
cidade grande #mpn #nowunited,0
"lucélia santos, mais uma representante da esquerda suja e canalha. está na europa pedindo que não comprem nossos produtos. essa traidora do brasil quer causar desemprego aqui. essa é a verdadeira cara da esquerda, má, egoísta e ladra! https://t.co/xpm4hjoqfm",1
@user tu achaaaaaa que ele acorda com o barulho do celular?? kkkk,0
"ta porra mlk, to morrendo",1
bom dia do singed fudido de febre,1
"desde segunda feira isso , tnc mesmo",1
"joice, mete um desagravo na câmara contra esses fdp",1
"boa manu, pelos ataques dos bozonarianos, vc está no caminho certo, da para notar que esses lixos humanos estão literalmente ""se cagando"" preferimos venezuelanos e hermanos do que esses esses doidos que votaram no maluco fascista, miliciano, e sua família de bandidos!!!",1
mas que caralho de dis estressante da poha,1
#globolixo para tá muito feio pra vocês ,1
@user @user @user eita porra kkkkkkkkkk,0
 que príncipe esse meu futuro presidente do brasil.,0
"rt @user não sei como vou conseguir acordar cedo segunda, acordo 12h chorando, imagina 6h",0
@user e tão a dizer q o bruno vem depois de domingo,0
lindos. sigam em frente! ,0
eu odeio essa porra d sco pa tu manaa meu jesus amado vo silencia e vai ser agora,0
"que cólica insuportável e essa cr, porra",1
maior verdade,1
"s贸 um rol锚 no shopping hoje, comprar uns t锚nis novo pq t谩 fd",0
menos eu,0
vcs @carla.zambelli e @joicehasselmannoficial estão parecendo duas meninas mimadas... vão trabalhar que é pra isso que colocamos vcs aí e pára com essa palhaçada!!!,1
@user j谩 parou para pensar que at茅 puta ganha melhor que a gente?,1
marina n茫o deixa passar uma v茅i kkkkkkkkkkkkkkk,0
ele é muito burro,1
@user @user @user mas o guaracamp eh legitimamente carioca e ainda por cima eh da zona oeste. vou levar um concentrado de guaracamp,0
@user fala que vc tropeçou e caiu numa pica 10 vezes,1
"rt @user [3/8 12:13] ester: que?
[3/8 12:13] ester: me explica direito
[3/8 12:13] leeh: porra jumenta deixa de ser lerda

isso pq e…",1
rt @user que dia mais filho da puta. ¬¬,1
@bolsonarosp ajudei a eleger teu pai. mas esse arquivamento de processos referente ao sen. carlos bolsonaro ficou estranho,0
"aí vem aquele pensamento ""que vontade de desistir de tudo"" 
mas tudo o q? se n tenho nada além do fracasso que carrego há anos comigo?",0
finalmente depois de mil dias internet em casa e vou poder jogar pqp,1
uma feia arrumadinha,1
"não sei o que é mais precário: a criança receber dinheiro à esse tipo de pouco e baixo argumento tão cedo, ou x -falta- fundamentalismo da boca suja do indivíduo ao pequeno...",1
rt @user realmente deus fez o homem sem pensar direito,0
"@user eu tô muito famosa puts kkkkkkkkkkkk eu tô no meio da feira com minha mãe e dei uma risada, ela tá até agora sem entender a bichinha",0
queria q essas coisas n fossem caras p eu poder ter p cacete,1
"rt @user normal, chovendo pra carai  @user https://t.co/c2haxe4u50",0
kjjkkkkkkkkkkkkkkkkkkk ô raça,0
"puta que pariu a suzi por um med de uma filhote que frequenta a pracinha saiu correndo desembestada de um jeito que nunca tinha feito, me fez correr 6 quadras atrás dela, quase infartar de pânico e exaustão e agora me olha como se não tivesse quase me matado do coração https://t.co/zo3wummq9i",0
caralho eunpegueu o onibus errado@user p eu ta no nova america oq to fazendo no centro,1
"a luna é a mulher mais linda do mundo, pqp meu coração acelerou. olha o olhar vibrante dela ppr performar com seu gp novamente. sm eu te odeio",1
classificamos porra caralhoo,1
agora eu to empacada nessa merda pq essa filha da puta nao me responde kk foda-se nunca mais confio em ninguem,1
deve ser muito estranho transar com camisinha néon a gente lá no ato e olha pro meninão ele lá brilhando mais que a ariana grande,1
"pessoa que perguntou isso, parabéns vc é um idiota",1
se paga de mlk msm sapatão do caralho,1
"aí eu comentei com uma amiga que amo patins e que ia comprar 
ela tinha dois novos em casa, dela e do marido 
ela ia me vender ambos 
mas meu aniversário tá chegando e ela me deu os dois de presente",0
esse é fera presidente!,0
@user grande professore ,0
única diferença entre mim e post malone é que aqui o a vem antes do l,0
@user ja pensou que pica pau pode ser  o nome de uma posição sexual gay,1
"茅 sao paulo caralho 

mane s茫o pablo",1
vsf kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
@user nem fala kk,0
"@user @user mano acho que vou entrar no procon ou com processo pq isso é fazer o consumidor de otário, paguei caro pra ele ficar mais no concerto do q comigo pqp",0
@user teu cu,1
@user antes dos brasileiros vão matar todas as abelhas.,0
@user @user @user bem....a especialista em mentiras é você então porquê pergunta?,1
"carai torcia pra ter uns 3 likes que já tava bom,, estou emocionada",1
eu fico estressada vendo o quanto o governo bolsonaro é burro,1
@user tá gelando aí neh kkk,0
muito escroto,1
@user hyungwon nego (pqp você é maravilhoso a),0
"rt @user quando a vontade bater, vou chamar pra fuder daquele jeito que tu gosta",1
esse vídeo foi de 2016 esse imbecil fez isso e só falaram agora ?,1
" abstinência de propina faz isso, cria até pena kkkk",1
pode nem cair uma chuvinha que gramacho todo falta luz se fuder,1
foi mal pessoas q ficaram comigo do lado na prova pq pqp no inicio eu quase morri espirrando e com alergia...,0
"@user @user porra vão criar mais comunistas?
ta foda hein?",1
"livro sobre jair bolsonaro destaca o julgamento do capitão, que tinha planos de explodir bombas nos quartéis. nos anos 80, bolsonaro protestava contra baixos salários. https://t.co/h8woxnho6v",0
esse dia já pode acabar,0
